ExpenseID,Date,Department,Category,Amount,Description
EXP101621,31/03/2025,Finance,Travel,18760.35,International travel expense
EXP101622,01/04/2025,Finance,Salaries,91774.55,Bonus disbursement
EXP101623,01/04/2025,Finance,Consulting,41244.35,Consultancy fee
EXP101624,01/04/2025,Operations,Salaries,94078.25,Monthly salary payment
EXP101625,01/04/2025,Marketing,Salaries,86581.6,Overtime payment
EXP101626,01/04/2025,Sales,Office Supplies,4145.4,General office supplies
EXP101627,01/04/2025,HR,Travel,16128,Domestic travel cost
EXP101628,01/04/2025,Admin,Office Supplies,7467.6,Stationery purchase
EXP101629,01/04/2025,Marketing,Travel,18432.75,Domestic travel cost
EXP101630,01/04/2025,IT,Salaries,69574.05,Monthly salary payment
EXP101631,01/04/2025,Admin,Salaries,118278.65,Salary adjustment expense
EXP101632,01/04/2025,Operations,Office Supplies,6962.9,Printer ink and paper
EXP101633,01/04/2025,Marketing,Consulting,60906.65,Consulting project expense
EXP101634,01/04/2025,IT,Salaries,128699.9,Salary adjustment expense
EXP101635,02/04/2025,HR,Travel,24941.7,Business trip expense
EXP101636,02/04/2025,Finance,Salaries,96491.15,Bonus disbursement
EXP101637,02/04/2025,Admin,Office Supplies,7773.85,Stationery purchase
EXP101638,02/04/2025,Admin,Office Supplies,7856.45,Office furniture acquisition
EXP101639,02/04/2025,IT,Training,21878.85,Employee training session
EXP101640,02/04/2025,IT,Salaries,103133.45,Overtime payment
EXP101641,02/04/2025,Finance,Consulting,61919.9,Advisory service payment
EXP101642,02/04/2025,HR,Salaries,115192.7,Monthly salary payment
EXP101643,02/04/2025,Admin,Utilities,14363.65,Electricity bill
EXP101644,02/04/2025,HR,Training,18729.2,Professional development training
EXP101645,02/04/2025,HR,Training,27974.45,Workshop expense
EXP101646,02/04/2025,HR,Salaries,68863.2,Monthly salary payment
EXP101647,02/04/2025,Operations,Utilities,20790,Utility service cost
EXP101648,02/04/2025,Operations,Salaries,75714.45,Salary adjustment expense
EXP101649,02/04/2025,Finance,Office Supplies,8433.95,Office furniture acquisition
EXP101650,02/04/2025,Admin,Salaries,87087.7,Salary adjustment expense
EXP101651,02/04/2025,HR,Salaries,128184.35,Monthly salary payment
EXP101652,02/04/2025,Admin,Travel,23818.2,Business trip expense
EXP101653,02/04/2025,Marketing,Salaries,112784.7,Bonus disbursement
EXP101654,02/04/2025,Admin,Office Supplies,6720,Stationery purchase
EXP101655,02/04/2025,HR,Travel,21859.95,Client visit travel
EXP101656,02/04/2025,HR,Salaries,94218.6,Overtime payment
EXP101657,02/04/2025,HR,Salaries,99480.15,Bonus disbursement
EXP101658,02/04/2025,Marketing,Travel,22361.85,Client visit travel
EXP101659,03/04/2025,IT,Salaries,85806.7,Bonus disbursement
EXP101660,03/04/2025,HR,Travel,17645.6,Client visit travel
EXP101661,03/04/2025,IT,Training,22090.6,Workshop expense
EXP101662,03/04/2025,Sales,Travel,18046.35,Client visit travel
EXP101663,03/04/2025,Operations,Office Supplies,5569.9,General office supplies
EXP101664,03/04/2025,Sales,Training,28458.85,Workshop expense
EXP101665,03/04/2025,Finance,Office Supplies,4697.35,Printer ink and paper
EXP101666,03/04/2025,HR,Office Supplies,8451.1,General office supplies
EXP101667,03/04/2025,Operations,Office Supplies,4864.65,Office furniture acquisition
EXP101668,03/04/2025,Marketing,Consulting,61517.05,Consultancy fee
EXP101669,03/04/2025,Admin,Utilities,10458.7,Utility service cost
EXP101670,03/04/2025,Finance,Salaries,83056.05,Overtime payment
EXP101671,04/04/2025,Operations,Utilities,13078.1,Electricity bill
EXP101672,04/04/2025,IT,Training,21213.5,Workshop expense
EXP101673,04/04/2025,Admin,Travel,21254.8,Client visit travel
EXP101674,04/04/2025,Admin,Travel,17826.9,Business trip expense
EXP101675,04/04/2025,Sales,Office Supplies,6154.4,General office supplies
EXP101676,04/04/2025,Sales,Travel,33652.85,Business trip expense
EXP101677,04/04/2025,HR,Office Supplies,3661.35,Office furniture acquisition
EXP101678,04/04/2025,Operations,Office Supplies,6305.6,Stationery purchase
EXP101679,04/04/2025,Sales,Consulting,53297.3,Consultancy fee
EXP101680,04/04/2025,Finance,Salaries,99114.4,Monthly salary payment
EXP101681,04/04/2025,IT,Software,34966.4,IT software purchase
EXP101682,04/04/2025,Sales,Travel,23189.25,Client visit travel
EXP101683,04/04/2025,Sales,Training,26387.55,Employee training session
EXP101684,04/04/2025,Marketing,Salaries,107970.8,Salary adjustment expense
EXP101685,04/04/2025,Marketing,Salaries,100448.25,Salary adjustment expense
EXP101686,04/04/2025,Admin,Salaries,92863.05,Bonus disbursement
EXP101687,04/04/2025,Operations,Travel,13622.35,Domestic travel cost
EXP101688,04/04/2025,Finance,Travel,14238.7,Domestic travel cost
EXP101689,04/04/2025,Admin,Salaries,130321.45,Overtime payment
EXP101690,04/04/2025,Admin,Salaries,102602.85,Monthly salary payment
EXP101691,04/04/2025,HR,Office Supplies,6423.55,General office supplies
EXP101692,04/04/2025,IT,Software,25108.3,Software license fee
EXP101693,05/04/2025,IT,Utilities,19971.7,Water bill payment
EXP101694,05/04/2025,Marketing,Salaries,124952.45,Overtime payment
EXP101695,05/04/2025,Operations,Consulting,29167.6,Advisory service payment
EXP101696,05/04/2025,HR,Travel,17771.6,Client visit travel
EXP101697,05/04/2025,Operations,Consulting,58081.8,Advisory service payment
EXP101698,05/04/2025,Marketing,Office Supplies,5238.45,Printer ink and paper
EXP101699,05/04/2025,Finance,Travel,16012.15,International travel expense
EXP101700,05/04/2025,Marketing,Training,30113.3,Workshop expense
EXP101701,05/04/2025,HR,Office Supplies,7907.9,Stationery purchase
EXP101702,05/04/2025,Admin,Travel,20500.55,Client visit travel
EXP101703,05/04/2025,Sales,Salaries,91117.25,Monthly salary payment
EXP101704,05/04/2025,HR,Travel,29048.25,Domestic travel cost
EXP101705,05/04/2025,IT,Software,14760.2,IT software purchase
EXP101706,05/04/2025,Admin,Utilities,9769.9,Internet service payment
EXP101707,05/04/2025,Operations,Travel,24786.65,Domestic travel cost
EXP101708,05/04/2025,Marketing,Salaries,77527.1,Bonus disbursement
EXP101709,05/04/2025,IT,Training,25330.55,Professional development training
EXP101710,05/04/2025,IT,Utilities,20349,Water bill payment
EXP101711,05/04/2025,Operations,Utilities,12140.1,Water bill payment
EXP101712,06/04/2025,HR,Training,21802.55,Employee training session
EXP101713,06/04/2025,Admin,Consulting,63202.65,External consultant fee
EXP101714,06/04/2025,Operations,Salaries,100173.5,Overtime payment
EXP101715,06/04/2025,IT,Utilities,12189.45,Electricity bill
EXP101716,06/04/2025,Finance,Office Supplies,3144.4,Office furniture acquisition
EXP101717,06/04/2025,Marketing,Training,31810.45,Online course fee
EXP101718,06/04/2025,Admin,Salaries,101832.5,Bonus disbursement
EXP101719,06/04/2025,IT,Consulting,66221.4,Consulting project expense
EXP101720,06/04/2025,Operations,Consulting,64394.75,Consulting project expense
EXP101721,06/04/2025,Sales,Office Supplies,4349.8,General office supplies
EXP101722,06/04/2025,Sales,Training,26295.15,Employee training session
EXP101723,06/04/2025,HR,Training,22547.7,Employee training session
EXP101724,06/04/2025,Marketing,Office Supplies,7039.55,General office supplies
EXP101725,06/04/2025,Operations,Office Supplies,8957.55,General office supplies
EXP101726,06/04/2025,HR,Travel,21064.75,Client visit travel
EXP101727,06/04/2025,Sales,Travel,11164.3,Business trip expense
EXP101728,06/04/2025,HR,Consulting,42835.1,Advisory service payment
EXP101729,06/04/2025,Sales,Salaries,125737.85,Bonus disbursement
EXP101730,06/04/2025,Finance,Travel,20265,Client visit travel
EXP101731,06/04/2025,IT,Consulting,38074.4,Consulting project expense
EXP101732,06/04/2025,Admin,Salaries,71923.25,Bonus disbursement
EXP101733,06/04/2025,Sales,Salaries,94898.65,Bonus disbursement
EXP101734,06/04/2025,IT,Consulting,65990.4,Advisory service payment
EXP101735,06/04/2025,HR,Consulting,67747.4,External consultant fee
EXP101736,06/04/2025,Finance,Consulting,66224.9,Consultancy fee
EXP101737,06/04/2025,Operations,Consulting,49377.65,External consultant fee
EXP101738,06/04/2025,Sales,Office Supplies,5874.05,General office supplies
EXP101739,07/04/2025,Finance,Travel,30353.4,Business trip expense
EXP101740,07/04/2025,Admin,Utilities,14740.6,Electricity bill
EXP101741,07/04/2025,Marketing,Marketing,29115.1,Social media promotion
EXP101742,07/04/2025,Marketing,Travel,16944.9,Client visit travel
EXP101743,07/04/2025,Sales,Travel,14279.3,Client visit travel
EXP101744,07/04/2025,HR,Consulting,54047.35,Consultancy fee
EXP101745,07/04/2025,Admin,Office Supplies,6142.15,Printer ink and paper
EXP101746,07/04/2025,IT,Office Supplies,12384.4,Office furniture acquisition
EXP101747,07/04/2025,Sales,Travel,24756.2,Client visit travel
EXP101748,07/04/2025,Finance,Travel,25421.9,International travel expense
EXP101749,07/04/2025,Operations,Travel,29023.75,International travel expense
EXP101750,07/04/2025,HR,Office Supplies,9526.3,Printer ink and paper
EXP101751,07/04/2025,Marketing,Salaries,120326.5,Bonus disbursement
EXP101752,07/04/2025,Marketing,Office Supplies,7081.9,Printer ink and paper
EXP101753,08/04/2025,Operations,Salaries,113967.35,Monthly salary payment
EXP101754,08/04/2025,Admin,Consulting,55241.9,Advisory service payment
EXP101755,08/04/2025,Admin,Consulting,27933.15,External consultant fee
EXP101756,08/04/2025,Marketing,Consulting,53759.3,External consultant fee
EXP101757,08/04/2025,Admin,Utilities,9346.4,Utility service cost
EXP101758,08/04/2025,IT,Office Supplies,5511.45,Printer ink and paper
EXP101759,08/04/2025,Operations,Office Supplies,4783.8,Printer ink and paper
EXP101760,08/04/2025,IT,Consulting,40703.25,External consultant fee
EXP101761,08/04/2025,IT,Utilities,17679.2,Utility service cost
EXP101762,08/04/2025,Admin,Salaries,104508.6,Monthly salary payment
EXP101763,08/04/2025,Marketing,Office Supplies,8193.5,Stationery purchase
EXP101764,08/04/2025,Admin,Travel,24249.05,International travel expense
EXP101765,08/04/2025,Finance,Office Supplies,4415.25,Stationery purchase
EXP101766,08/04/2025,HR,Salaries,88447.45,Bonus disbursement
EXP101767,08/04/2025,IT,Software,31947.3,Software license fee
EXP101768,08/04/2025,Marketing,Office Supplies,5342.4,Office furniture acquisition
EXP101769,08/04/2025,Finance,Salaries,132136.2,Overtime payment
EXP101770,08/04/2025,Sales,Travel,16220.75,International travel expense
EXP101771,08/04/2025,Sales,Salaries,124030.55,Bonus disbursement
EXP101772,08/04/2025,Finance,Salaries,87710,Bonus disbursement
EXP101773,09/04/2025,HR,Consulting,77540.4,Advisory service payment
EXP101774,09/04/2025,Marketing,Travel,10792.95,Client visit travel
EXP101775,09/04/2025,Marketing,Office Supplies,8068.2,Stationery purchase
EXP101776,09/04/2025,HR,Travel,15166.55,Business trip expense
EXP101777,09/04/2025,Sales,Training,21243.25,Online course fee
EXP101778,09/04/2025,Finance,Consulting,50724.8,Consulting project expense
EXP101779,09/04/2025,IT,Consulting,68086.9,Consultancy fee
EXP101780,09/04/2025,IT,Salaries,90962.2,Overtime payment
EXP101781,09/04/2025,Sales,Consulting,27114.85,Consulting project expense
EXP101782,09/04/2025,Admin,Utilities,13428.8,Water bill payment
EXP101783,09/04/2025,Operations,Utilities,12775.35,Water bill payment
EXP101784,09/04/2025,Sales,Salaries,125293.35,Salary adjustment expense
EXP101785,09/04/2025,Admin,Travel,17824.8,Client visit travel
EXP101786,09/04/2025,Finance,Travel,12323.15,International travel expense
EXP101787,09/04/2025,Finance,Office Supplies,4520.25,General office supplies
EXP101788,09/04/2025,Finance,Travel,15661.45,International travel expense
EXP101789,09/04/2025,Marketing,Consulting,45255.35,Consulting project expense
EXP101790,09/04/2025,Marketing,Training,23340.1,Workshop expense
EXP101791,10/04/2025,Marketing,Consulting,48156.15,Consultancy fee
EXP101792,10/04/2025,Sales,Salaries,74732.35,Salary adjustment expense
EXP101793,10/04/2025,Marketing,Consulting,55535.9,Advisory service payment
EXP101794,10/04/2025,Admin,Salaries,120005.2,Bonus disbursement
EXP101795,10/04/2025,Marketing,Office Supplies,8566.25,Stationery purchase
EXP101796,10/04/2025,Operations,Office Supplies,7359.8,Printer ink and paper
EXP101797,10/04/2025,Admin,Office Supplies,8088.85,Office furniture acquisition
EXP101798,10/04/2025,Finance,Office Supplies,7484.4,Stationery purchase
EXP101799,10/04/2025,Operations,Office Supplies,7344.05,General office supplies
EXP101800,10/04/2025,Marketing,Training,17472.7,Workshop expense
EXP101801,10/04/2025,Finance,Travel,22653.05,Business trip expense
EXP101802,10/04/2025,HR,Travel,27757.1,Client visit travel
EXP101803,10/04/2025,Sales,Consulting,38734.15,Consultancy fee
EXP101804,10/04/2025,Admin,Travel,25231.15,International travel expense
EXP101805,10/04/2025,IT,Office Supplies,11179.7,Office furniture acquisition
EXP101806,11/04/2025,HR,Consulting,69445.6,Consulting project expense
EXP101807,11/04/2025,Admin,Office Supplies,5207.3,Printer ink and paper
EXP101808,11/04/2025,HR,Training,14996.8,Professional development training
EXP101809,11/04/2025,Sales,Office Supplies,8366.75,Printer ink and paper
EXP101810,11/04/2025,Finance,Salaries,98655.55,Salary adjustment expense
EXP101811,11/04/2025,Marketing,Office Supplies,9453.5,General office supplies
EXP101812,11/04/2025,Finance,Consulting,74392.15,Advisory service payment
EXP101813,11/04/2025,Marketing,Salaries,106569.05,Monthly salary payment
EXP101814,11/04/2025,Sales,Travel,18450.25,International travel expense
EXP101815,11/04/2025,IT,Office Supplies,7115.5,Stationery purchase
EXP101816,11/04/2025,Marketing,Marketing,30688.35,Marketing campaign expense
EXP101817,11/04/2025,Finance,Consulting,61297.25,Consulting project expense
EXP101818,11/04/2025,Operations,Salaries,122869.25,Overtime payment
EXP101819,11/04/2025,Sales,Office Supplies,6582.1,Printer ink and paper
EXP101820,11/04/2025,Operations,Utilities,13391.35,Electricity bill
EXP101821,11/04/2025,Marketing,Travel,17460.1,Client visit travel
EXP101822,11/04/2025,Admin,Utilities,9991.1,Electricity bill
EXP101823,11/04/2025,Marketing,Office Supplies,1933.4,General office supplies
EXP101824,11/04/2025,Operations,Travel,14150.85,Business trip expense
EXP101825,11/04/2025,Admin,Consulting,46828.6,Advisory service payment
EXP101826,11/04/2025,Finance,Consulting,66139.5,Consultancy fee
EXP101827,11/04/2025,Operations,Travel,27416.55,Client visit travel
EXP101828,11/04/2025,Operations,Office Supplies,6969.9,Printer ink and paper
EXP101829,11/04/2025,Sales,Office Supplies,9081.45,General office supplies
EXP101830,11/04/2025,Admin,Office Supplies,5303.9,Printer ink and paper
EXP101831,11/04/2025,Admin,Salaries,139599.6,Bonus disbursement
EXP101832,11/04/2025,HR,Training,21572.25,Employee training session
EXP101833,12/04/2025,Finance,Consulting,42320.25,External consultant fee
EXP101834,12/04/2025,Finance,Salaries,81846.1,Overtime payment
EXP101835,12/04/2025,IT,Office Supplies,3824.1,Office furniture acquisition
EXP101836,12/04/2025,IT,Utilities,11392.85,Utility service cost
EXP101837,12/04/2025,HR,Training,10646.3,Workshop expense
EXP101838,12/04/2025,HR,Salaries,91642.6,Bonus disbursement
EXP101839,12/04/2025,Operations,Consulting,60097.8,External consultant fee
EXP101840,12/04/2025,Sales,Consulting,54584.6,Consultancy fee
EXP101841,12/04/2025,IT,Consulting,71120,External consultant fee
EXP101842,12/04/2025,Finance,Salaries,92592.15,Salary adjustment expense
EXP101843,12/04/2025,Marketing,Training,21891.1,Online course fee
EXP101844,12/04/2025,Marketing,Consulting,56661.15,Consultancy fee
EXP101845,12/04/2025,Operations,Consulting,31234,Consultancy fee
EXP101846,12/04/2025,Marketing,Salaries,87883.6,Bonus disbursement
EXP101847,12/04/2025,HR,Salaries,103755.4,Salary adjustment expense
EXP101848,13/04/2025,Marketing,Consulting,60112.5,Consultancy fee
EXP101849,13/04/2025,Finance,Salaries,94230.15,Overtime payment
EXP101850,13/04/2025,HR,Salaries,90023.85,Overtime payment
EXP101851,13/04/2025,Operations,Utilities,9166.15,Internet service payment
EXP101852,13/04/2025,Operations,Consulting,38081.05,External consultant fee
EXP101853,13/04/2025,Sales,Travel,20759.9,International travel expense
EXP101854,13/04/2025,Sales,Training,31672.2,Employee training session
EXP101855,13/04/2025,Finance,Salaries,116937.45,Bonus disbursement
EXP101856,13/04/2025,Marketing,Training,22337.35,Workshop expense
EXP101857,13/04/2025,HR,Travel,26647.25,International travel expense
EXP101858,13/04/2025,Marketing,Training,27667.85,Employee training session
EXP101859,13/04/2025,Sales,Travel,5857.25,Client visit travel
EXP101860,13/04/2025,HR,Salaries,109722.55,Bonus disbursement
EXP101861,13/04/2025,Finance,Office Supplies,5969.95,General office supplies
EXP101862,13/04/2025,Operations,Office Supplies,5962.95,Office furniture acquisition
EXP101863,14/04/2025,IT,Consulting,46270.35,External consultant fee
EXP101864,14/04/2025,Marketing,Travel,21394.8,Domestic travel cost
EXP101865,14/04/2025,IT,Consulting,42096.25,Consulting project expense
EXP101866,14/04/2025,Sales,Office Supplies,9558.15,Printer ink and paper
EXP101867,14/04/2025,Admin,Salaries,108298.05,Salary adjustment expense
EXP101868,14/04/2025,Marketing,Salaries,93109.8,Bonus disbursement
EXP101869,14/04/2025,Admin,Salaries,128302.65,Monthly salary payment
EXP101870,14/04/2025,Operations,Travel,21910.7,Client visit travel
EXP101871,14/04/2025,IT,Consulting,66523.1,External consultant fee
EXP101872,14/04/2025,Marketing,Consulting,44218.3,External consultant fee
EXP101873,14/04/2025,IT,Utilities,9979.55,Utility service cost
EXP101874,14/04/2025,IT,Salaries,126222.95,Monthly salary payment
EXP101875,14/04/2025,Operations,Office Supplies,9612.05,General office supplies
EXP101876,14/04/2025,Operations,Utilities,18451.65,Water bill payment
EXP101877,14/04/2025,Admin,Travel,26497.1,Business trip expense
EXP101878,14/04/2025,Admin,Utilities,11305.7,Internet service payment
EXP101879,14/04/2025,Sales,Travel,23811.2,Business trip expense
EXP101880,14/04/2025,HR,Consulting,58813.65,External consultant fee
EXP101881,15/04/2025,Admin,Utilities,10349.5,Water bill payment
EXP101882,15/04/2025,IT,Office Supplies,7487.9,Stationery purchase
EXP101883,15/04/2025,HR,Training,27212.5,Workshop expense
EXP101884,15/04/2025,Marketing,Marketing,28658.35,Social media promotion
EXP101885,15/04/2025,Sales,Training,15536.15,Online course fee
EXP101886,15/04/2025,IT,Software,33233.9,Cloud subscription cost
EXP101887,15/04/2025,Marketing,Office Supplies,5924.1,Office furniture acquisition
EXP101888,15/04/2025,Finance,Consulting,61361.3,External consultant fee
EXP101889,15/04/2025,Operations,Office Supplies,4961.6,General office supplies
EXP101890,15/04/2025,Operations,Office Supplies,5649.35,Printer ink and paper
EXP101891,15/04/2025,IT,Utilities,7562.1,Internet service payment
EXP101892,15/04/2025,Operations,Salaries,92275.75,Bonus disbursement
EXP101893,15/04/2025,HR,Travel,24293.15,Domestic travel cost
EXP101894,15/04/2025,Marketing,Travel,23953.65,Business trip expense
EXP101895,15/04/2025,Operations,Travel,24752.35,International travel expense
EXP101896,15/04/2025,Marketing,Marketing,20982.5,Branding and outreach
EXP101897,15/04/2025,IT,Utilities,11851.7,Electricity bill
EXP101898,15/04/2025,IT,Consulting,40736.5,Advisory service payment
EXP101899,15/04/2025,Marketing,Marketing,33737.9,Branding and outreach
EXP101900,16/04/2025,IT,Office Supplies,9335.2,Stationery purchase
EXP101901,16/04/2025,Operations,Travel,24304.35,International travel expense
EXP101902,16/04/2025,HR,Consulting,42450.45,Consulting project expense
EXP101903,16/04/2025,Sales,Consulting,44009,Consulting project expense
EXP101904,16/04/2025,Finance,Salaries,118899.55,Monthly salary payment
EXP101905,16/04/2025,IT,Office Supplies,7832.3,Office furniture acquisition
EXP101906,16/04/2025,Sales,Consulting,27780.2,Consultancy fee
EXP101907,16/04/2025,IT,Office Supplies,4813.2,General office supplies
EXP101908,16/04/2025,Sales,Office Supplies,9975.35,Printer ink and paper
EXP101909,16/04/2025,IT,Consulting,53764.2,Consulting project expense
EXP101910,16/04/2025,Finance,Consulting,49457.8,Consultancy fee
EXP101911,16/04/2025,Sales,Training,18608.1,Workshop expense
EXP101912,16/04/2025,HR,Office Supplies,3946.6,Printer ink and paper
EXP101913,16/04/2025,Marketing,Consulting,73715.95,External consultant fee
EXP101914,17/04/2025,Sales,Office Supplies,7731.85,Stationery purchase
EXP101915,17/04/2025,Marketing,Office Supplies,6152.3,Printer ink and paper
EXP101916,17/04/2025,HR,Consulting,18560.5,External consultant fee
EXP101917,17/04/2025,Operations,Travel,18761.4,Client visit travel
EXP101918,17/04/2025,HR,Salaries,130717.65,Bonus disbursement
EXP101919,17/04/2025,Operations,Consulting,54036.85,Consultancy fee
EXP101920,17/04/2025,Marketing,Training,25400.9,Online course fee
EXP101921,17/04/2025,Marketing,Training,21153.65,Professional development training
EXP101922,17/04/2025,Marketing,Consulting,50638,Consultancy fee
EXP101923,17/04/2025,Finance,Office Supplies,8267.35,Stationery purchase
EXP101924,17/04/2025,HR,Consulting,52110.8,Consultancy fee
EXP101925,17/04/2025,Marketing,Marketing,30880.85,Social media promotion
EXP101926,17/04/2025,Sales,Salaries,106616.65,Overtime payment
EXP101927,17/04/2025,Sales,Office Supplies,5670.35,General office supplies
EXP101928,18/04/2025,IT,Utilities,19841.5,Internet service payment
EXP101929,18/04/2025,HR,Office Supplies,6830.6,Printer ink and paper
EXP101930,18/04/2025,Marketing,Salaries,103673.85,Bonus disbursement
EXP101931,18/04/2025,Admin,Travel,31722.6,Business trip expense
EXP101932,18/04/2025,Operations,Utilities,19509,Utility service cost
EXP101933,18/04/2025,IT,Utilities,13115.55,Water bill payment
EXP101934,18/04/2025,Finance,Salaries,102213.65,Monthly salary payment
EXP101935,18/04/2025,Marketing,Travel,10734.85,Business trip expense
EXP101936,18/04/2025,IT,Training,24699.15,Professional development training
EXP101937,18/04/2025,IT,Salaries,111017.2,Monthly salary payment
EXP101938,18/04/2025,IT,Office Supplies,7696.15,Stationery purchase
EXP101939,18/04/2025,HR,Travel,14531.3,Client visit travel
EXP101940,18/04/2025,Sales,Consulting,47483.1,Consulting project expense
EXP101941,18/04/2025,Marketing,Training,17192.35,Online course fee
EXP101942,18/04/2025,HR,Consulting,73632.3,External consultant fee
EXP101943,18/04/2025,Finance,Travel,29503.95,Business trip expense
EXP101944,18/04/2025,Operations,Travel,20897.45,Client visit travel
EXP101945,18/04/2025,IT,Salaries,81550,Bonus disbursement
EXP101946,18/04/2025,HR,Training,20268.5,Professional development training
EXP101947,18/04/2025,Admin,Office Supplies,9792.3,Printer ink and paper
EXP101948,18/04/2025,Operations,Office Supplies,5176.15,Stationery purchase
EXP101949,18/04/2025,HR,Salaries,120913.1,Overtime payment
EXP101950,18/04/2025,Finance,Salaries,133227.15,Bonus disbursement
EXP101951,18/04/2025,IT,Utilities,17148.6,Electricity bill
EXP101952,19/04/2025,Sales,Office Supplies,10173.8,Office furniture acquisition
EXP101953,19/04/2025,Sales,Travel,20433,International travel expense
EXP101954,19/04/2025,Finance,Office Supplies,9795.1,Office furniture acquisition
EXP101955,19/04/2025,Operations,Consulting,60835.6,Consultancy fee
EXP101956,19/04/2025,IT,Utilities,17605,Internet service payment
EXP101957,19/04/2025,Finance,Travel,15147.65,Domestic travel cost
EXP101958,19/04/2025,Admin,Consulting,51121.7,Consulting project expense
EXP101959,19/04/2025,Admin,Travel,25922.05,Business trip expense
EXP101960,19/04/2025,Admin,Utilities,10363.85,Water bill payment
EXP101961,19/04/2025,IT,Training,20030.15,Employee training session
EXP101962,19/04/2025,IT,Utilities,16143.75,Water bill payment
EXP101963,19/04/2025,Admin,Salaries,89080.6,Bonus disbursement
EXP101964,19/04/2025,Marketing,Travel,19299.35,International travel expense
EXP101965,19/04/2025,HR,Consulting,62119.05,Consultancy fee
EXP101966,19/04/2025,Finance,Travel,24409.7,Client visit travel
EXP101967,19/04/2025,HR,Consulting,46532.15,External consultant fee
EXP101968,19/04/2025,Marketing,Marketing,49345.45,Marketing campaign expense
EXP101969,19/04/2025,Finance,Salaries,118486.2,Monthly salary payment
EXP101970,19/04/2025,Operations,Travel,20116.6,Client visit travel
EXP101971,19/04/2025,Operations,Salaries,108286.5,Overtime payment
EXP101972,19/04/2025,HR,Travel,27288.1,International travel expense
EXP101973,20/04/2025,Finance,Salaries,95943.05,Monthly salary payment
EXP101974,20/04/2025,Operations,Office Supplies,7004.9,Stationery purchase
EXP101975,20/04/2025,Marketing,Training,30548,Workshop expense
EXP101976,20/04/2025,Operations,Consulting,49151.55,External consultant fee
EXP101977,20/04/2025,HR,Travel,24387.3,Domestic travel cost
EXP101978,20/04/2025,HR,Consulting,47405.05,External consultant fee
EXP101979,20/04/2025,Finance,Office Supplies,7003.85,Office furniture acquisition
EXP101980,20/04/2025,IT,Consulting,65032.8,Consulting project expense
EXP101981,20/04/2025,HR,Travel,16184,International travel expense
EXP101982,20/04/2025,Marketing,Training,25117.75,Workshop expense
EXP101983,20/04/2025,Sales,Consulting,70165.9,Consulting project expense
EXP101984,20/04/2025,Marketing,Travel,22194.2,Business trip expense
EXP101985,20/04/2025,Operations,Office Supplies,7165.9,General office supplies
EXP101986,20/04/2025,Finance,Office Supplies,5529.3,Stationery purchase
EXP101987,20/04/2025,IT,Consulting,56590.1,Consultancy fee
EXP101988,21/04/2025,HR,Consulting,72849.35,Consulting project expense
EXP101989,21/04/2025,Marketing,Training,32496.45,Employee training session
EXP101990,21/04/2025,Marketing,Salaries,151262.65,Salary adjustment expense
EXP101991,21/04/2025,IT,Consulting,65091.95,Consulting project expense
EXP101992,21/04/2025,IT,Consulting,21164.85,Consultancy fee
EXP101993,21/04/2025,HR,Training,22117.9,Online course fee
EXP101994,21/04/2025,Marketing,Training,28957.25,Online course fee
EXP101995,21/04/2025,Finance,Consulting,56635.95,External consultant fee
EXP101996,21/04/2025,HR,Office Supplies,6752.9,Stationery purchase
EXP101997,21/04/2025,Operations,Travel,28042.35,International travel expense
EXP101998,21/04/2025,IT,Utilities,12370.05,Utility service cost
EXP101999,21/04/2025,Finance,Office Supplies,7736.75,Office furniture acquisition
EXP102000,21/04/2025,Operations,Utilities,18850.3,Utility service cost
EXP102001,21/04/2025,Admin,Travel,25572.4,Domestic travel cost
EXP102002,21/04/2025,Admin,Salaries,80626,Bonus disbursement
EXP102003,21/04/2025,Sales,Salaries,103221.3,Bonus disbursement
EXP102004,21/04/2025,HR,Training,25942.35,Workshop expense
EXP102005,21/04/2025,Operations,Salaries,118944.7,Salary adjustment expense
EXP102006,21/04/2025,Sales,Travel,16485.35,Client visit travel
EXP102007,21/04/2025,Operations,Office Supplies,3234,Printer ink and paper
EXP102008,21/04/2025,Marketing,Marketing,47232.5,Branding and outreach
EXP102009,21/04/2025,Finance,Salaries,89496.4,Overtime payment
EXP102010,22/04/2025,Marketing,Travel,26229.35,Business trip expense
EXP102011,22/04/2025,Marketing,Salaries,109643.8,Bonus disbursement
EXP102012,22/04/2025,Marketing,Marketing,25419.8,Social media promotion
EXP102013,22/04/2025,IT,Utilities,13017.9,Internet service payment
EXP102014,22/04/2025,Admin,Travel,27622,Domestic travel cost
EXP102015,22/04/2025,Operations,Salaries,122011.75,Monthly salary payment
EXP102016,22/04/2025,Operations,Salaries,126950.95,Monthly salary payment
EXP102017,22/04/2025,Operations,Salaries,93376.5,Bonus disbursement
EXP102018,22/04/2025,IT,Utilities,5226.9,Electricity bill
EXP102019,22/04/2025,Admin,Consulting,45815,External consultant fee
EXP102020,22/04/2025,HR,Salaries,87025.4,Salary adjustment expense
EXP102021,22/04/2025,Admin,Consulting,63659.4,External consultant fee
EXP102022,22/04/2025,IT,Software,37613.8,IT software purchase
EXP102023,22/04/2025,Operations,Salaries,84991.55,Overtime payment
EXP102024,22/04/2025,Sales,Training,20559,Workshop expense
EXP102025,23/04/2025,HR,Travel,26950,Domestic travel cost
